Organism,In the presence of,MSI,Abundance
Escherichia coli,Klebsiella pneumoniae,0.0,1.110008743
Escherichia coli,Pantoea agglomerans,0.0,1.110008743
Escherichia coli,Pantoea ananatis,0.0,1.110008743
Escherichia coli,Pantoea conspicua,0.0,1.110008743
Escherichia coli,Pantoea sp. 3.5.1,0.0,1.110008743
Escherichia coli,Penicillium rubens,0.0024783147459727095,1.110008743
Escherichia coli,Rhodotorula sp. JG-1b,0.0,1.110008743
Klebsiella pneumoniae,Escherichia coli,0.007096392667060858,0.636143063
Klebsiella pneumoniae,Pantoea agglomerans,0.0,0.636143063
Klebsiella pneumoniae,Pantoea ananatis,0.0,0.636143063
Klebsiella pneumoniae,Pantoea conspicua,0.0,0.636143063
Klebsiella pneumoniae,Pantoea sp. 3.5.1,0.0,0.636143063
Klebsiella pneumoniae,Penicillium rubens,0.008870490833826183,0.636143063
Klebsiella pneumoniae,Rhodotorula sp. JG-1b,0.005913660555884048,0.636143063
Pantoea agglomerans,Escherichia coli,0.07248084855627579,2.833174527
Pantoea agglomerans,Klebsiella pneumoniae,0.07012374779021802,2.833174527
Pantoea agglomerans,Pantoea ananatis,0.0,2.833174527
Pantoea agglomerans,Pantoea conspicua,0.0,2.833174527
Pantoea agglomerans,Pantoea sp. 3.5.1,0.0,2.833174527
Pantoea agglomerans,Penicillium rubens,0.0023571007660577736,2.833174527
Pantoea agglomerans,Rhodotorula sp. JG-1b,0.0011785503830288313,2.833174527
Pantoea ananatis,Escherichia coli,0.03654080389768577,3.421282699
Pantoea ananatis,Klebsiella pneumoniae,0.03654080389768577,3.421282699
Pantoea ananatis,Pantoea agglomerans,0.0,3.421282699
Pantoea ananatis,Pantoea conspicua,0.0,3.421282699
Pantoea ananatis,Pantoea sp. 3.5.1,0.0,3.421282699
Pantoea ananatis,Penicillium rubens,0.0012180267965895553,3.421282699
Pantoea ananatis,Rhodotorula sp. JG-1b,0.0,3.421282699
Pantoea conspicua,Escherichia coli,0.08043758043758042,56.12056856
Pantoea conspicua,Klebsiella pneumoniae,0.08043758043758042,56.12056856
Pantoea conspicua,Pantoea agglomerans,0.0,56.12056856
Pantoea conspicua,Pantoea ananatis,0.0,56.12056856
Pantoea conspicua,Pantoea sp. 3.5.1,0.0,56.12056856
Pantoea conspicua,Penicillium rubens,0.003217503217503248,56.12056856
Pantoea conspicua,Rhodotorula sp. JG-1b,0.0,56.12056856
Pantoea sp. 3.5.1,Escherichia coli,0.07304347826086954,4.717537156
Pantoea sp. 3.5.1,Klebsiella pneumoniae,0.07072463768115944,4.717537156
Pantoea sp. 3.5.1,Pantoea agglomerans,0.0,4.717537156
Pantoea sp. 3.5.1,Pantoea ananatis,0.0,4.717537156
Pantoea sp. 3.5.1,Pantoea conspicua,0.0,4.717537156
Pantoea sp. 3.5.1,Penicillium rubens,0.004057971014492789,4.717537156
Pantoea sp. 3.5.1,Rhodotorula sp. JG-1b,0.001159420289855051,4.717537156
Penicillium rubens,Escherichia coli,0.005988023952095856,7.673991415
Penicillium rubens,Klebsiella pneumoniae,0.005988023952095856,7.673991415
Penicillium rubens,Pantoea agglomerans,0.0,7.673991415
Penicillium rubens,Pantoea ananatis,0.0006653359946773296,7.673991415
Penicillium rubens,Pantoea conspicua,0.0,7.673991415
Penicillium rubens,Pantoea sp. 3.5.1,0.0,7.673991415
Penicillium rubens,Rhodotorula sp. JG-1b,0.0,7.673991415
Rhodotorula sp. JG-1b,Escherichia coli,0.0,16.53755857
Rhodotorula sp. JG-1b,Klebsiella pneumoniae,0.0,16.53755857
Rhodotorula sp. JG-1b,Pantoea agglomerans,0.0,16.53755857
Rhodotorula sp. JG-1b,Pantoea ananatis,0.0,16.53755857
Rhodotorula sp. JG-1b,Pantoea conspicua,0.0,16.53755857
Rhodotorula sp. JG-1b,Pantoea sp. 3.5.1,0.0,16.53755857
Rhodotorula sp. JG-1b,Penicillium rubens,0.0,16.53755857
