Organism,In the presence of,MSI,Abundance
Enterobacter cloacae,Escherichia coli,0.0,1.175806849
Enterobacter cloacae,Klebsiella aerogenes IIIF7SW-P1,0.008573178199632547,1.175806849
Enterobacter cloacae,Klebsiella pneumoniae,0.0,1.175806849
Enterobacter cloacae,Pantoea agglomerans,0.0,1.175806849
Enterobacter cloacae,Pantoea ananatis,0.0,1.175806849
Enterobacter cloacae,Pantoea conspicua,0.0,1.175806849
Enterobacter cloacae,Pantoea sp. A4,0.0,1.175806849
Enterobacter cloacae,Pantoea sp. IMH,0.0,1.175806849
Enterobacter cloacae,Pantoea sp. NGS-ED-1003,0.0,1.175806849
Enterobacter cloacae,Pantoea sp. OXWO6B1,0.0012247397428046813,1.175806849
Enterobacter cloacae,Pantoea sp. PSNIH2,0.0,1.175806849
Enterobacter cloacae,Pantoea vagans,0.0,1.175806849
Enterobacter cloacae,Salmonella enterica,0.0,1.175806849
Escherichia coli,Enterobacter cloacae,0.0,3.007430525
Escherichia coli,Klebsiella aerogenes IIIF7SW-P1,0.0074349442379182396,3.007430525
Escherichia coli,Klebsiella pneumoniae,0.0,3.007430525
Escherichia coli,Pantoea agglomerans,0.0,3.007430525
Escherichia coli,Pantoea ananatis,0.0,3.007430525
Escherichia coli,Pantoea conspicua,0.0,3.007430525
Escherichia coli,Pantoea sp. A4,0.0,3.007430525
Escherichia coli,Pantoea sp. IMH,0.0,3.007430525
Escherichia coli,Pantoea sp. NGS-ED-1003,0.0,3.007430525
Escherichia coli,Pantoea sp. OXWO6B1,0.0012391573729864103,3.007430525
Escherichia coli,Pantoea sp. PSNIH2,0.0,3.007430525
Escherichia coli,Pantoea vagans,0.0,3.007430525
Escherichia coli,Salmonella enterica,0.0,3.007430525
Klebsiella aerogenes IIIF7SW-P1,Enterobacter cloacae,0.0,39.13393697
Klebsiella aerogenes IIIF7SW-P1,Escherichia coli,0.006053268765133124,39.13393697
Klebsiella aerogenes IIIF7SW-P1,Klebsiella pneumoniae,0.0,39.13393697
Klebsiella aerogenes IIIF7SW-P1,Pantoea agglomerans,0.0,39.13393697
